InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
571705,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,10/18/11 15:22,4.15,12360,Austria
571705,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,10/18/11 15:22,0.79,12360,Austria
571705,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,10/18/11 15:22,3.75,12360,Austria
571705,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,10/18/11 15:22,2.49,12360,Austria
571705,23320,GIANT 50'S CHRISTMAS CRACKER,12,10/18/11 15:22,2.89,12360,Austria
571705,22816,CARD MOTORBIKE SANTA,12,10/18/11 15:22,0.42,12360,Austria
571705,22818,CARD CHRISTMAS VILLAGE,12,10/18/11 15:22,0.42,12360,Austria
571705,22752,SET 7 BABUSHKA NESTING BOXES,2,10/18/11 15:22,8.5,12360,Austria
571705,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,10/18/11 15:22,1.95,12360,Austria
571705,22813,PACK 3 BOXES BIRD PANNETONE ,12,10/18/11 15:22,1.95,12360,Austria
571705,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,10/18/11 15:22,0.85,12360,Austria
571705,23267,SET OF 4 SANTA PLACE SETTINGS,12,10/18/11 15:22,1.25,12360,Austria
571705,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,10/18/11 15:22,2.1,12360,Austria
571705,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,10/18/11 15:22,2.1,12360,Austria
571705,22940,FELTCRAFT CHRISTMAS FAIRY,4,10/18/11 15:22,4.25,12360,Austria
571705,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,10/18/11 15:22,1.45,12360,Austria
571705,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,10/18/11 15:22,0.85,12360,Austria
571705,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,10/18/11 15:22,0.85,12360,Austria
571705,22571,ROCKING HORSE RED CHRISTMAS ,12,10/18/11 15:22,0.85,12360,Austria
571705,22572,ROCKING HORSE GREEN CHRISTMAS ,12,10/18/11 15:22,0.85,12360,Austria
571705,22274,FELTCRAFT DOLL EMILY,6,10/18/11 15:22,2.95,12360,Austria
571705,22273,FELTCRAFT DOLL MOLLY,6,10/18/11 15:22,2.95,12360,Austria
571705,21156,RETROSPOT CHILDRENS APRON,8,10/18/11 15:22,1.95,12360,Austria
571705,22367,CHILDRENS APRON SPACEBOY DESIGN,8,10/18/11 15:22,1.95,12360,Austria
571705,22898,CHILDRENS APRON APPLES DESIGN,8,10/18/11 15:22,1.95,12360,Austria
571705,84375,SET OF 20 KIDS COOKIE CUTTERS,12,10/18/11 15:22,2.1,12360,Austria
571705,21558,SKULL LUNCH BOX WITH CUTLERY ,6,10/18/11 15:22,2.55,12360,Austria
571705,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,10/18/11 15:22,2.95,12360,Austria
571705,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,10/18/11 15:22,2.95,12360,Austria
571705,22630,DOLLY GIRL LUNCH BOX,12,10/18/11 15:22,1.95,12360,Austria
571705,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,10/18/11 15:22,2.55,12360,Austria
571705,23008,DOLLY GIRL BABY GIFT SET,2,10/18/11 15:22,16.95,12360,Austria
571705,22138,BAKING SET 9 PIECE RETROSPOT ,3,10/18/11 15:22,4.95,12360,Austria
571705,22617,BAKING SET SPACEBOY DESIGN,3,10/18/11 15:22,4.95,12360,Austria
571705,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,10/18/11 15:22,4.95,12360,Austria
571705,20750,RED RETROSPOT MINI CASES,2,10/18/11 15:22,7.95,12360,Austria
571705,20749,ASSORTED COLOUR MINI CASES,4,10/18/11 15:22,7.95,12360,Austria
571705,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,10/18/11 15:22,3.25,12360,Austria
571705,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,10/18/11 15:22,3.25,12360,Austria
571705,20978,36 PENCILS TUBE SKULLS,16,10/18/11 15:22,1.25,12360,Austria
571705,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,10/18/11 15:22,1.25,12360,Austria
571705,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,10/18/11 15:22,1.25,12360,Austria
571705,21245,GREEN POLKADOT PLATE ,8,10/18/11 15:22,1.69,12360,Austria
571705,21239,PINK  POLKADOT CUP,8,10/18/11 15:22,0.85,12360,Austria
571705,21238,RED RETROSPOT CUP,8,10/18/11 15:22,0.85,12360,Austria
571705,21240,BLUE POLKADOT CUP,8,10/18/11 15:22,0.85,12360,Austria
571705,20676,RED RETROSPOT BOWL,8,10/18/11 15:22,1.25,12360,Austria
571705,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,10/18/11 15:22,4.15,12360,Austria
571705,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,10/18/11 15:22,1.65,12360,Austria
571705,21789,KIDS RAIN MAC PINK,24,10/18/11 15:22,0.85,12360,Austria
571705,21788,KIDS RAIN MAC BLUE,24,10/18/11 15:22,0.85,12360,Austria
571705,POST,POSTAGE,3,10/18/11 15:22,40,12360,Austria
545017,22630,DOLLY GIRL LUNCH BOX,12,2/25/11 13:51,1.95,12361,Belgium
545017,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2/25/11 13:51,2.95,12361,Belgium
545017,20726,LUNCH BAG WOODLAND,10,2/25/11 13:51,1.65,12361,Belgium
545017,20725,LUNCH BAG RED RETROSPOT,10,2/25/11 13:51,1.65,12361,Belgium
545017,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2/25/11 13:51,2.95,12361,Belgium
545017,22382,LUNCH BAG SPACEBOY DESIGN ,10,2/25/11 13:51,1.65,12361,Belgium
545017,22629,SPACEBOY LUNCH BOX ,12,2/25/11 13:51,1.95,12361,Belgium
545017,22631,CIRCUS PARADE LUNCH BOX ,12,2/25/11 13:51,1.95,12361,Belgium
545017,22555,PLASTERS IN TIN STRONGMAN,12,2/25/11 13:51,1.65,12361,Belgium
545017,POST,POSTAGE,1,2/25/11 13:51,15,12361,Belgium
544203,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2/17/11 10:30,3.75,12362,Belgium
544203,22431,WATERING CAN BLUE ELEPHANT,6,2/17/11 10:30,1.95,12362,Belgium
544203,22432,WATERING CAN PINK BUNNY,6,2/17/11 10:30,1.95,12362,Belgium
544203,21746,SMALL RED RETROSPOT WINDMILL,12,2/17/11 10:30,1.25,12362,Belgium
544203,21747,SMALL SKULL WINDMILL,12,2/17/11 10:30,1.25,12362,Belgium
544203,22272,FELTCRAFT DOLL MARIA,6,2/17/11 10:30,2.95,12362,Belgium
544203,22273,FELTCRAFT DOLL MOLLY,6,2/17/11 10:30,2.95,12362,Belgium
544203,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,2/17/11 10:30,0.85,12362,Belgium
544203,22090,PAPER BUNTING RETROSPOT,6,2/17/11 10:30,2.95,12362,Belgium
544203,47566B,TEA TIME PARTY BUNTING,4,2/17/11 10:30,4.95,12362,Belgium
544203,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,12,2/17/11 10:30,1.25,12362,Belgium
544203,84569A,PACK 3 IRON ON DOG PATCHES,12,2/17/11 10:30,1.25,12362,Belgium
544203,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2/17/11 10:30,2.55,12362,Belgium
544203,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2/17/11 10:30,2.55,12362,Belgium
544203,21718,RED METAL BEACH SPADE ,12,2/17/11 10:30,1.25,12362,Belgium
544203,22551,PLASTERS IN TIN SPACEBOY,12,2/17/11 10:30,1.65,12362,Belgium
544203,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2/17/11 10:30,1.65,12362,Belgium
544203,20694,FLORAL PINK MONSTER,4,2/17/11 10:30,3.75,12362,Belgium
544203,20699,MOUSEY LONG LEGS SOFT TOY,6,2/17/11 10:30,2.55,12362,Belgium
544203,20728,LUNCH BAG CARS BLUE,10,2/17/11 10:30,1.65,12362,Belgium
544203,20726,LUNCH BAG WOODLAND,10,2/17/11 10:30,1.65,12362,Belgium
544203,20725,LUNCH BAG RED RETROSPOT,10,2/17/11 10:30,1.65,12362,Belgium
544203,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2/17/11 10:30,2.55,12362,Belgium
544203,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2/17/11 10:30,2.55,12362,Belgium
544203,22629,SPACEBOY LUNCH BOX ,12,2/17/11 10:30,1.95,12362,Belgium
544203,22630,DOLLY GIRL LUNCH BOX,12,2/17/11 10:30,1.95,12362,Belgium
544203,POST,POSTAGE,3,2/17/11 10:30,15,12362,Belgium
C544902,22629,SPACEBOY LUNCH BOX ,-1,2/24/11 13:05,1.95,12362,Belgium
C544902,22273,FELTCRAFT DOLL MOLLY,-1,2/24/11 13:05,2.95,12362,Belgium
551346,21866,UNION JACK FLAG LUGGAGE TAG,12,4/28/11 9:12,1.25,12362,Belgium
551346,20750,RED RETROSPOT MINI CASES,2,4/28/11 9:12,7.95,12362,Belgium
551346,22276,WASH BAG VINTAGE ROSE PAISLEY,6,4/28/11 9:12,2.55,12362,Belgium
551346,20665,RED RETROSPOT PURSE ,6,4/28/11 9:12,2.95,12362,Belgium
551346,21576,LETS GO SHOPPING COTTON TOTE BAG,6,4/28/11 9:12,2.25,12362,Belgium
551346,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,4,4/28/11 9:12,4.25,12362,Belgium
551346,47566,PARTY BUNTING,4,4/28/11 9:12,4.95,12362,Belgium
551346,22613,PACK OF 20 SPACEBOY NAPKINS,12,4/28/11 9:12,0.85,12362,Belgium
551346,22629,SPACEBOY LUNCH BOX ,12,4/28/11 9:12,1.95,12362,Belgium
551346,22382,LUNCH BAG SPACEBOY DESIGN ,20,4/28/11 9:12,1.65,12362,Belgium
551346,22383,LUNCH BAG SUKI DESIGN ,10,4/28/11 9:12,1.65,12362,Belgium
551346,22630,DOLLY GIRL LUNCH BOX,12,4/28/11 9:12,1.95,12362,Belgium
551346,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,4/28/11 9:12,1.65,12362,Belgium
551346,23206,LUNCH BAG APPLE DESIGN,10,4/28/11 9:12,1.65,12362,Belgium
551346,22662,LUNCH BAG DOLLY GIRL DESIGN,10,4/28/11 9:12,1.65,12362,Belgium
551346,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,4/28/11 9:12,2.55,12362,Belgium
551346,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,4/28/11 9:12,0.42,12362,Belgium
551346,21829,DINOSAUR KEYRINGS ASSORTED,36,4/28/11 9:12,0.21,12362,Belgium
551346,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,4/28/11 9:12,3.75,12362,Belgium
551346,22405,MONEY BOX POCKET MONEY DESIGN,12,4/28/11 9:12,1.25,12362,Belgium
551346,21222,SET/4 BADGES BEETLES,10,4/28/11 9:12,1.25,12362,Belgium
551346,84580,MOUSE TOY WITH PINK T-SHIRT,4,4/28/11 9:12,3.75,12362,Belgium
551346,84581,DOG TOY WITH PINK CROCHET SKIRT,4,4/28/11 9:12,3.75,12362,Belgium
551346,23256,CHILDRENS CUTLERY SPACEBOY ,4,4/28/11 9:12,4.15,12362,Belgium
551346,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,4/28/11 9:12,4.15,12362,Belgium
551346,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,4/28/11 9:12,1.95,12362,Belgium
551346,22367,CHILDRENS APRON SPACEBOY DESIGN,8,4/28/11 9:12,1.95,12362,Belgium
551346,22908,PACK OF 20 NAPKINS RED APPLES,12,4/28/11 9:12,0.85,12362,Belgium
551346,POST,POSTAGE,3,4/28/11 9:12,15,12362,Belgium
559295,23245,SET OF 3 REGENCY CAKE TINS,4,7/7/11 12:32,4.95,12362,Belgium
559295,22423,REGENCY CAKESTAND 3 TIER,1,7/7/11 12:32,12.75,12362,Belgium
559295,22776,SWEETHEART CAKESTAND 3 TIER,1,7/7/11 12:32,9.95,12362,Belgium
559295,22799,SWEETHEART WIRE FRUIT BOWL,2,7/7/11 12:32,8.5,12362,Belgium
559295,21671,RED SPOT CERAMIC DRAWER KNOB,12,7/7/11 12:32,1.25,12362,Belgium
559295,22509,SEWING BOX RETROSPOT DESIGN ,1,7/7/11 12:32,16.95,12362,Belgium
559295,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,7/7/11 12:32,2.95,12362,Belgium
559295,22727,ALARM CLOCK BAKELIKE RED ,4,7/7/11 12:32,3.75,12362,Belgium
559295,22151,PLACE SETTING WHITE HEART,24,7/7/11 12:32,0.42,12362,Belgium
559295,23170,REGENCY TEA PLATE ROSES ,12,7/7/11 12:32,1.65,12362,Belgium
559295,22699,ROSES REGENCY TEACUP AND SAUCER ,6,7/7/11 12:32,2.95,12362,Belgium
559295,22712,CARD DOLLY GIRL ,12,7/7/11 12:32,0.42,12362,Belgium
559295,22029,SPACEBOY BIRTHDAY CARD,12,7/7/11 12:32,0.42,12362,Belgium
559295,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,7/7/11 12:32,1.65,12362,Belgium
559295,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,7/7/11 12:32,1.65,12362,Belgium
559295,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,7/7/11 12:32,2.95,12362,Belgium
559295,22551,PLASTERS IN TIN SPACEBOY,12,7/7/11 12:32,1.65,12362,Belgium
559295,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,7/7/11 12:32,4.95,12362,Belgium
559295,POST,POSTAGE,2,7/7/11 12:32,15,12362,Belgium
563037,23292,SPACEBOY CHILDRENS CUP,8,8/11/11 15:02,1.25,12362,Belgium
563037,23345, DOLLY GIRL BEAKER,12,8/11/11 15:02,1.25,12362,Belgium
563037,23346,SPACEBOY BEAKER,12,8/11/11 15:02,1.25,12362,Belgium
563037,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,8/11/11 15:02,1.65,12362,Belgium
563037,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,8/11/11 15:02,0.39,12362,Belgium
563037,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,8/11/11 15:02,0.85,12362,Belgium
563037,20981,12 PENCILS TALL TUBE WOODLAND,12,8/11/11 15:02,0.85,12362,Belgium
563037,21249,WOODLAND  HEIGHT CHART STICKERS ,6,8/11/11 15:02,2.95,12362,Belgium
563037,21981,PACK OF 12 WOODLAND TISSUES ,24,8/11/11 15:02,0.29,12362,Belgium
563037,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,8/11/11 15:02,1.65,12362,Belgium
563037,22491,PACK OF 12 COLOURED PENCILS,12,8/11/11 15:02,0.85,12362,Belgium
563037,16048,TEATIME ROUND PENCIL SHARPENER ,24,8/11/11 15:02,0.12,12362,Belgium
563037,16238,PARTY TIME PENCIL ERASERS,28,8/11/11 15:02,0.21,12362,Belgium
563037,22891,TEA FOR ONE POLKADOT,3,8/11/11 15:02,4.25,12362,Belgium
563037,22555,PLASTERS IN TIN STRONGMAN,12,8/11/11 15:02,1.65,12362,Belgium
563037,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,8/11/11 15:02,2.95,12362,Belgium
563037,20728,LUNCH BAG CARS BLUE,10,8/11/11 15:02,1.65,12362,Belgium
563037,20726,LUNCH BAG WOODLAND,10,8/11/11 15:02,1.65,12362,Belgium
563037,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,8/11/11 15:02,2.95,12362,Belgium
563037,22629,SPACEBOY LUNCH BOX ,12,8/11/11 15:02,1.95,12362,Belgium
563037,22630,DOLLY GIRL LUNCH BOX,12,8/11/11 15:02,1.95,12362,Belgium
563037,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,8/11/11 15:02,2.55,12362,Belgium
563037,23206,LUNCH BAG APPLE DESIGN,10,8/11/11 15:02,1.65,12362,Belgium
563037,23209,LUNCH BAG VINTAGE DOILY ,10,8/11/11 15:02,1.65,12362,Belgium
563037,22662,LUNCH BAG DOLLY GIRL DESIGN,10,8/11/11 15:02,1.65,12362,Belgium
563037,22659,LUNCH BOX I LOVE LONDON,12,8/11/11 15:02,1.95,12362,Belgium
563037,23291,DOLLY GIRL CHILDRENS CUP,8,8/11/11 15:02,1.25,12362,Belgium
563037,23290,SPACEBOY CHILDRENS BOWL,8,8/11/11 15:02,1.25,12362,Belgium
563037,23289,DOLLY GIRL CHILDRENS BOWL,16,8/11/11 15:02,1.25,12362,Belgium
563037,POST,POSTAGE,3,8/11/11 15:02,15,12362,Belgium
C563752,22891,TEA FOR ONE POLKADOT,-1,8/19/11 10:38,4.25,12362,Belgium
C563752,22659,LUNCH BOX I LOVE LONDON,-6,8/19/11 10:38,1.95,12362,Belgium
C563752,22630,DOLLY GIRL LUNCH BOX,-1,8/19/11 10:38,1.95,12362,Belgium
568651,21936,RED RETROSPOT PICNIC BAG,5,9/28/11 12:04,2.95,12362,Belgium
568651,21535,RED RETROSPOT SMALL MILK JUG,6,9/28/11 12:04,2.55,12362,Belgium
568651,21533,RETROSPOT LARGE MILK JUG,3,9/28/11 12:04,4.95,12362,Belgium
568651,23175,REGENCY MILK JUG PINK ,4,9/28/11 12:04,3.25,12362,Belgium
568651,23174,REGENCY SUGAR BOWL GREEN,4,9/28/11 12:04,4.15,12362,Belgium
568651,23170,REGENCY TEA PLATE ROSES ,12,9/28/11 12:04,1.65,12362,Belgium
568651,20726,LUNCH BAG WOODLAND,10,9/28/11 12:04,1.65,12362,Belgium
568651,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,9/28/11 12:04,2.95,12362,Belgium
568651,22930,BAKING MOULD HEART MILK CHOCOLATE,6,9/28/11 12:04,2.55,12362,Belgium
568651,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,9/28/11 12:04,2.55,12362,Belgium
568651,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,9/28/11 12:04,4.95,12362,Belgium
568651,23245,SET OF 3 REGENCY CAKE TINS,8,9/28/11 12:04,4.95,12362,Belgium
568651,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,9/28/11 12:04,3.95,12362,Belgium
568651,20985,HEART CALCULATOR,12,9/28/11 12:04,1.25,12362,Belgium
568651,21832,CHOCOLATE CALCULATOR,12,9/28/11 12:04,1.65,12362,Belgium
568651,22904,CALENDAR PAPER CUT DESIGN,6,9/28/11 12:04,2.95,12362,Belgium
568651,22637,PIGGY BANK RETROSPOT ,4,9/28/11 12:04,2.55,12362,Belgium
568651,22138,BAKING SET 9 PIECE RETROSPOT ,6,9/28/11 12:04,4.95,12362,Belgium
568651,21947,SET OF 6 HEART CHOPSTICKS,12,9/28/11 12:04,1.25,12362,Belgium
568651,23173,REGENCY TEAPOT ROSES ,4,9/28/11 12:04,9.95,12362,Belgium
568651,22699,ROSES REGENCY TEACUP AND SAUCER ,12,9/28/11 12:04,2.95,12362,Belgium
568651,23388,WOODLAND MINI BACKPACK,4,9/28/11 12:04,4.15,12362,Belgium
568651,23389,SPACEBOY MINI BACKPACK,4,9/28/11 12:04,4.15,12362,Belgium
568651,85099B,JUMBO BAG RED RETROSPOT,10,9/28/11 12:04,2.08,12362,Belgium
568651,22374,AIRLINE BAG VINTAGE JET SET RED,4,9/28/11 12:04,4.25,12362,Belgium
568651,20750,RED RETROSPOT MINI CASES,4,9/28/11 12:04,7.95,12362,Belgium
568651,15056BL,EDWARDIAN PARASOL BLACK,3,9/28/11 12:04,5.95,12362,Belgium
568651,20679,EDWARDIAN PARASOL RED,3,9/28/11 12:04,5.95,12362,Belgium
568651,85014B,RED RETROSPOT UMBRELLA,3,9/28/11 12:04,5.95,12362,Belgium
568651,22449,SILK PURSE BABUSHKA PINK,6,9/28/11 12:04,3.35,12362,Belgium
568651,22947,WOODEN ADVENT CALENDAR RED,2,9/28/11 12:04,16.95,12362,Belgium
568651,22946,WOODEN ADVENT CALENDAR CREAM,2,9/28/11 12:04,16.95,12362,Belgium
568651,22816,CARD MOTORBIKE SANTA,12,9/28/11 12:04,0.42,12362,Belgium
568651,22492,MINI PAINT SET VINTAGE ,36,9/28/11 12:04,0.65,12362,Belgium
568651,22452,MEASURING TAPE BABUSHKA PINK,6,9/28/11 12:04,2.95,12362,Belgium
568651,22453,MEASURING TAPE BABUSHKA BLUE,6,9/28/11 12:04,2.95,12362,Belgium
568651,22728,ALARM CLOCK BAKELIKE PINK,4,9/28/11 12:04,3.75,12362,Belgium
568651,22726,ALARM CLOCK BAKELIKE GREEN,4,9/28/11 12:04,3.75,12362,Belgium
568651,22727,ALARM CLOCK BAKELIKE RED ,4,9/28/11 12:04,3.75,12362,Belgium
568651,POST,POSTAGE,4,9/28/11 12:04,15,12362,Belgium
570667,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,10/11/11 14:33,2.55,12362,Belgium
570667,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,10/11/11 14:33,2.95,12362,Belgium
570667,22383,LUNCH BAG SUKI DESIGN ,10,10/11/11 14:33,1.65,12362,Belgium
570667,22629,SPACEBOY LUNCH BOX ,12,10/11/11 14:33,1.95,12362,Belgium
570667,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,10/11/11 14:33,2.55,12362,Belgium
570667,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,10/11/11 14:33,2.95,12362,Belgium
570667,22630,DOLLY GIRL LUNCH BOX,12,10/11/11 14:33,1.95,12362,Belgium
570667,22631,CIRCUS PARADE LUNCH BOX ,12,10/11/11 14:33,1.95,12362,Belgium
570667,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,10/11/11 14:33,1.65,12362,Belgium
570667,22659,LUNCH BOX I LOVE LONDON,12,10/11/11 14:33,1.95,12362,Belgium
570667,23209,LUNCH BAG VINTAGE DOILY ,10,10/11/11 14:33,1.65,12362,Belgium
570667,22662,LUNCH BAG DOLLY GIRL DESIGN,20,10/11/11 14:33,1.65,12362,Belgium
570667,22382,LUNCH BAG SPACEBOY DESIGN ,10,10/11/11 14:33,1.65,12362,Belgium
570667,20725,LUNCH BAG RED RETROSPOT,10,10/11/11 14:33,1.65,12362,Belgium
570667,POST,POSTAGE,2,10/11/11 14:33,15,12362,Belgium
572887,20679,EDWARDIAN PARASOL RED,6,10/26/11 13:47,5.95,12362,Belgium
572887,22947,WOODEN ADVENT CALENDAR RED,2,10/26/11 13:47,7.95,12362,Belgium
572887,23080,RED METAL BOX TOP SECRET,4,10/26/11 13:47,8.25,12362,Belgium
572887,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,8,10/26/11 13:47,3.75,12362,Belgium
572887,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,10/26/11 13:47,3.75,12362,Belgium
572887,22728,ALARM CLOCK BAKELIKE PINK,8,10/26/11 13:47,3.75,12362,Belgium
572887,22726,ALARM CLOCK BAKELIKE GREEN,12,10/26/11 13:47,3.75,12362,Belgium
572887,22727,ALARM CLOCK BAKELIKE RED ,8,10/26/11 13:47,3.75,12362,Belgium
572887,22375,AIRLINE BAG VINTAGE JET SET BROWN,4,10/26/11 13:47,4.25,12362,Belgium
572887,22385,JUMBO BAG SPACEBOY DESIGN,10,10/26/11 13:47,2.08,12362,Belgium
572887,23203,JUMBO BAG VINTAGE DOILY ,10,10/26/11 13:47,2.08,12362,Belgium
572887,22504,CABIN BAG VINTAGE RETROSPOT,2,10/26/11 13:47,29.95,12362,Belgium
572887,21577,SAVE THE PLANET COTTON TOTE BAG,6,10/26/11 13:47,2.25,12362,Belgium
572887,21787,RAIN PONCHO RETROSPOT,24,10/26/11 13:47,0.85,12362,Belgium
572887,15056BL,EDWARDIAN PARASOL BLACK,6,10/26/11 13:47,5.95,12362,Belgium
572887,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,10/26/11 13:47,3.25,12362,Belgium
572887,21131,GOLD STANDING GNOME,4,10/26/11 13:47,4.25,12362,Belgium
572887,21132,SILVER STANDING GNOME   ,4,10/26/11 13:47,4.25,12362,Belgium
572887,22493,PAINT YOUR OWN CANVAS SET,12,10/26/11 13:47,1.65,12362,Belgium
572887,22174,PHOTO CUBE,12,10/26/11 13:47,1.65,12362,Belgium
572887,82001S,VINYL RECORD FRAME SILVER,4,10/26/11 13:47,3.75,12362,Belgium
572887,23040,PAPER LANTERN 9 POINT SNOW STAR ,3,10/26/11 13:47,5.75,12362,Belgium
572887,22192,BLUE DINER WALL CLOCK,2,10/26/11 13:47,8.5,12362,Belgium
572887,22193,RED DINER WALL CLOCK,2,10/26/11 13:47,8.5,12362,Belgium
572887,22629,SPACEBOY LUNCH BOX ,12,10/26/11 13:47,1.95,12362,Belgium
572887,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,10/26/11 13:47,2.55,12362,Belgium
572887,22631,CIRCUS PARADE LUNCH BOX ,12,10/26/11 13:47,1.95,12362,Belgium
572887,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,10/26/11 13:47,1.25,12362,Belgium
572887,23010,CIRCUS PARADE BABY GIFT SET,1,10/26/11 13:47,16.95,12362,Belgium
572887,23009,I LOVE LONDON BABY GIFT SET,1,10/26/11 13:47,16.95,12362,Belgium
572887,23008,DOLLY GIRL BABY GIFT SET,1,10/26/11 13:47,16.95,12362,Belgium
572887,23007, SPACEBOY BABY GIFT SET,1,10/26/11 13:47,16.95,12362,Belgium
572887,POST,POSTAGE,4,10/26/11 13:47,15,12362,Belgium
573173,23319,BOX OF 6 MINI 50'S CRACKERS,12,10/28/11 10:10,2.49,12362,Belgium
573173,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,10/28/11 10:10,0.29,12362,Belgium
573173,22750,FELTCRAFT PRINCESS LOLA DOLL,4,10/28/11 10:10,3.75,12362,Belgium
573173,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,10/28/11 10:10,3.75,12362,Belgium
573173,22110,BIRD HOUSE HOT WATER BOTTLE,6,10/28/11 10:10,2.55,12362,Belgium
573173,21481,FAWN BLUE HOT WATER BOTTLE,4,10/28/11 10:10,3.75,12362,Belgium
573173,21485,RETROSPOT HEART HOT WATER BOTTLE,3,10/28/11 10:10,4.95,12362,Belgium
573173,23313,VINTAGE CHRISTMAS BUNTING,5,10/28/11 10:10,4.95,12362,Belgium
573173,22940,FELTCRAFT CHRISTMAS FAIRY,4,10/28/11 10:10,4.25,12362,Belgium
573173,22941,CHRISTMAS LIGHTS 10 REINDEER,2,10/28/11 10:10,8.5,12362,Belgium
573173,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,10/28/11 10:10,4.95,12362,Belgium
573173,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,10/28/11 10:10,8.5,12362,Belgium
573173,22589,CARDHOLDER GINGHAM STAR,6,10/28/11 10:10,2.89,12362,Belgium
573173,22588,CARD HOLDER GINGHAM HEART,6,10/28/11 10:10,2.89,12362,Belgium
573173,22580,ADVENT CALENDAR GINGHAM SACK,3,10/28/11 10:10,5.95,12362,Belgium
573173,23320,GIANT 50'S CHRISTMAS CRACKER,12,10/28/11 10:10,2.89,12362,Belgium
573173,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,10/28/11 10:10,0.39,12362,Belgium
573173,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,10/28/11 10:10,0.85,12362,Belgium
573173,23108,SET OF 10 LED DOLLY LIGHTS,2,10/28/11 10:10,6.25,12362,Belgium
